"filename", "language", "HTML", "Markdown", "XML", "JavaScript", "CSS", "comment", "blank", "total"
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\afrotadaShop.html", "HTML", 75, 0, 0, 0, 0, 8, 1, 84
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algeria.html", "HTML", 166, 0, 0, 0, 0, 8, 3, 177
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianBooks.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianCulture.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianDocumentaries.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianFood.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianHistoricalSites.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianNaturalResources.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianPodcasts.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianPoets.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianProverbs.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianQuotes.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianUniversities.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\algerianWriters.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angola.html", "HTML", 164, 0, 0, 0, 0, 8, 3, 175
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angolanBooks.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angolanCulture.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angolanDocumentaries.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angolanFood.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angolanHistoricalSites.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angolanNaturalResources.html", "HTML", 76, 0, 0, 0, 0, 8, 2, 86
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angolanPodcasts.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angolanPoets.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angolanProverbs.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angolanQuotes.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angolanUniversities.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\angolanWriters.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\benin.html", "HTML", 157, 0, 0, 0, 0, 8, 3, 168
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\beninBooks.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\beninCulture.html", "HTML", 76, 0, 0, 0, 0, 8, 2, 86
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\beninDocumentaries.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\beninFood.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\beninHistoricalSites.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\beninNaturalResources.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\beninPodcasts.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\beninPoets.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\beninProverbs.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\beninQuotes.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\beninUniversities.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\beninWriters.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\botswana.html", "HTML", 157, 0, 0, 0, 0, 8, 3, 168
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\botswanaBooks.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\botswanaCulture.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\botswanaDocumentaries.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\botswanaFood.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\botswanaHistoricalSites.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\botswanaNaturalResources.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\botswanaPodcasts.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\botswanaPoets.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\botswanaProverbs.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\botswanaQuotes.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\botswanaWriters.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFaso.html", "HTML", 157, 0, 0, 0, 0, 8, 3, 168
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFasoBooks.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFasoCulture.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFasoDocumentaries.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFasoFood.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFasoHistoricalSites.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFasoNaturalResources.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFasoPodcasts.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFasoPoets.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFasoProverbs.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFasoQuotes.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFasoUniversities.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burkinaFasoWriters.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundi.html", "HTML", 157, 0, 0, 0, 0, 8, 3, 168
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundiBooks.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundiCulture.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundiDocumentaries.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundiFood.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundiHistoricalSites.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundiNaturalResources.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundiPodcasts.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundiPoets.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundiProverbs.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundiQuotes.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundiUniversities.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\burundiWriters.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroon.html", "HTML", 157, 0, 0, 0, 0, 8, 3, 168
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroonBooks.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroonCulture.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroonDocumentaries.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroonFood.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroonHistoricalSites.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroonNaturalResources.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroonPodcasts.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroonPoets.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroonProverbs.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroonQuotes.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroonUniversities.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cameroonWriters.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerde.html", "HTML", 157, 0, 0, 0, 0, 8, 3, 168
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerdeBooks.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerdeCulture.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerdeDocumentaries.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerdeFood.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerdeHistoricalSites.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerdeNaturalResources.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerdePodcasts.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerdePoets.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerdeProverbs.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerdeQuotes.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerdeUniversities.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\capeVerdeWriters.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublic.html", "HTML", 157, 0, 0, 0, 0, 8, 3, 168
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublicBooks.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublicCulture.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublicDocumentaries.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublicFood.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublicHistoricalSites.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublicNaturalResources.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublicPodcasts.html", "HTML", 82, 0, 0, 0, 0, 6, 3, 91
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublicPoets.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublicProverbs.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublicQuotes.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublicUniversities.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\centralAfricanRepublicWriters.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chad.html", "HTML", 157, 0, 0, 0, 0, 8, 3, 168
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chadBooks.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chadCulture.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chadDocumentaries.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chadFood.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chadHistoricalSites.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chadNaturalResources.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chadPodcasts.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chadPoets.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chadProverbs.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chadQuotes.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chadUniversities.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\chadWriters.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comoros.html", "HTML", 157, 0, 0, 0, 0, 8, 3, 168
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comorosBooks.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comorosCulture.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comorosDocumentaries.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comorosFood.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comorosHistoricalSites.html", "HTML", 76, 0, 0, 0, 0, 8, 2, 86
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comorosNaturalResources.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comorosPodcasts.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comorosPoets.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comorosProverbs.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comorosQuotes.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comorosUniversities.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\comorosWriters.html", "HTML", 76, 0, 0, 0, 0, 8, 2, 86
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\contactUs.html", "HTML", 97, 0, 0, 0, 0, 8, 5, 110
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cookiePolicy.html", "HTML", 124, 0, 0, 0, 0, 8, 18, 150
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoire.html", "HTML", 157, 0, 0, 0, 0, 8, 3, 168
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoireBooks.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoireCulture.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoireDocumentaries.html", "HTML", 75, 0, 0, 0, 0, 8, 3, 86
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoireFood.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoireHistoricalSites.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoireNaturalResources.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoirePodcasts.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoirePoets.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoireProverbs.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoireQuotes.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoireUniversities.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\cotedivoireWriters.html", "HTML", 75, 0, 0, 0, 0, 8, 2, 85
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\css\aboutUs.css", "CSS", 0, 0, 0, 0, 529, 28, 105, 662
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\css\africanBooks.css", "CSS", 0, 0, 0, 0, 410, 26, 83, 519
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\css\africanCulture.css", "CSS", 0, 0, 0, 0, 318, 26, 66, 410
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\css\africanDocumentaries.css", "CSS", 0, 0, 0, 0, 318, 26, 66, 410
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\css\africanFood.css", "CSS", 0, 0, 0, 0, 318, 26, 66, 410
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\css\africanHistoricalSites.css", "CSS", 0, 0, 0, 0, 319, 25, 65, 409
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\css\africanNaturalResources.css", "CSS", 0, 0, 0, 0, 326, 26, 70, 422
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\css\africanPodcasts.css", "CSS", 0, 0, 0, 0, 318, 26, 66, 410
"c:\Users\OlabayoBalogun\Documents\GitHub\AfroTada new website code\css\africanPoets.css", "CSS", 0, 0, 0, 0, 318, 26, 66, 410
